Path,Group,Total rate (Hz),,,QCDPt15to30,,,QCDPt30to50,,,QCDPt50to80,,,QCDPt80to120,,,QCDPt120to170,,,QCDPt170to300,,,QCDPt300to470,,,QCDPt470to600,,,QCDPt600to800,,,QCDPt800to1000,,,QCDPt1000to1400,,,QCDPt1400to1800,,,QCDPt1800,,,DYToEE,,,DYToMuMu,,,WToENu,,,WToMuNu,,,QCDEMPt30to80,,,QCDEMPt80to120,,,QCDMuPt30to50,,,QCDMuPt50to80,,,QCDMuPt80to120,,,,Total QCD rate (Hz),,,Total QCD 30to80,,,Total QCD 80to170,,,Total EW rate (Hz),,
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1,"Taus,HIG",0.92,±,0.06,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.09,±,0.03,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.64,±,0.02,0.00,±,0.00,0.06,±,0.01,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele32_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1,"Taus,HIG",0.90,±,0.06,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.09,±,0.03,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.64,±,0.02,0.00,±,0.00,0.05,±,0.01,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_DiPFJetAve160_HFJEC_v2,JET_MET,0.87,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.16,±,0.04,0.68,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v2,none,0.83,±,0.34,0.00,±,0.00,0.46,±,0.32,0.13,±,0.07,0.01,±,0.01,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.21,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon30_R9Id90_HE10_IsoM_v2,"SMP,SUSY",0.81,±,0.27,0.00,±,0.00,0.23,±,0.23,0.10,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.42,±,0.13,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_VBF_DisplacedJet40_DisplacedTrack_v2,EXO,0.80,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.16,±,0.04,0.21,±,0.05,0.29,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.13,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon22_R9Id90_HE10_IsoM_v2,"SMP,SUSY",0.79,±,0.18,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.67,±,0.17,0.01,±,0.01,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFJet260_v2,"JET_MET,SMP",0.79,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.73,±,0.10,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu27_v1,SMP,0.79,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.11,±,0.02,0.04,±,0.04,0.01,±,0.01,0.15,±,0.05,0.25,±,0.06,0.12,±,0.06,,,,,,,,,,,,,
HLT_DoublePhoton85_v2,EXO,0.76,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.15,±,0.04,0.43,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.02,±,0.01,0.00,±,0.00,0.00,±,0.00,0.14,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v2,"EXO,SUSY",0.75,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.05,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.15,±,0.05,0.26,±,0.06,0.20,±,0.07,,,,,,,,,,,,,
HLT_TkMu27_v2,SMP,0.75,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.11,±,0.02,0.04,±,0.04,0.00,±,0.00,0.14,±,0.04,0.23,±,0.06,0.12,±,0.06,,,,,,,,,,,,,
HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v2,none,0.75,±,0.34,0.00,±,0.00,0.46,±,0.32,0.07,±,0.05,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.21,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_TkMu24_eta2p1_v2,SMP,0.74,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.05,±,0.02,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.09,±,0.02,0.00,±,0.00,0.00,±,0.00,0.18,±,0.05,0.26,±,0.06,0.12,±,0.06,,,,,,,,,,,,,
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2,HIG,0.73,±,0.15,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.02,±,0.02,0.00,±,0.00,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.09,±,0.02,0.00,±,0.00,0.42,±,0.13,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_IsoMu24_eta2p1_TriCentralPFJet30_v2,Top,0.71,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.33,±,0.04,0.04,±,0.04,0.04,±,0.02,0.04,±,0.02,0.16,±,0.05,0.02,±,0.02,,,,,,,,,,,,,
HLT_Mu17_v1,none,0.71,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.01,0.00,±,0.00,0.00,±,0.00,0.37,±,0.07,0.21,±,0.05,0.07,±,0.04,,,,,,,,,,,,,
HLT_PFHT650_4Jet_v2,EXO,0.70,±,0.24,0.00,±,0.00,0.23,±,0.23,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.43,±,0.08,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2,HIG,0.69,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.09,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.13,±,0.02,0.00,±,0.00,0.08,±,0.06,0.31,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu42NoFiltersNoVtx_Photon42_CaloIdL_v2,EXO,0.69,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.13,±,0.04,0.15,±,0.04,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.04,±,0.04,0.14,±,0.04,0.00,±,0.00,0.03,±,0.02,0.12,±,0.06,,,,,,,,,,,,,
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_v2,HIG,0.68,±,0.14,0.00,±,0.00,0.00,±,0.00,0.24,±,0.09,0.05,±,0.02,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.25,±,0.10,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon22_v2,"SMP,EXO",0.67,±,0.16,0.00,±,0.00,0.00,±,0.00,0.10,±,0.06,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.46,±,0.14,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_IsoMu20_eta2p1_TriCentralPFJet50_40_30_v2,Top,0.67,±,0.09,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.02,±,0.02,0.07,±,0.03,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.21,±,0.03,0.00,±,0.00,0.07,±,0.03,0.01,±,0.01,0.19,±,0.05,0.02,±,0.02,,,,,,,,,,,,,
HLT_Mu28NoFiltersNoVtx_CentralCaloJet40_v2,EXO,0.66,±,0.24,0.00,±,0.00,0.23,±,0.23,0.03,±,0.03,0.01,±,0.01,0.04,±,0.02,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.00,±,0.00,0.04,±,0.02,0.06,±,0.03,0.12,±,0.04,0.10,±,0.05,,,,,,,,,,,,,
HLT_PFJet140_v2,SMP,0.66,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.27,±,0.06,0.24,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFJet200_v2,SMP,0.64,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.16,±,0.04,0.43,±,0.08,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_DoubleMu8_Mass8_PFHT300_v2,SUSY,0.63,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.13,±,0.04,0.32,±,0.07,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.12,±,0.06,,,,,,,,,,,,,
HLT_PFHT400_v1,SUSY,0.63,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.13,±,0.04,0.40,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_VBF_DisplacedJet40_TightID_DisplacedTrack_v2,EXO,0.62,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.10,±,0.04,0.15,±,0.04,0.28,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v2,HIG,0.61,±,0.16,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.55,±,0.15,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu10_CentralPFJet30_BTagCSV0p5PF_v2,SUSY,0.60,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.03,±,0.02,0.17,±,0.05,0.23,±,0.06,0.10,±,0.05,,,,,,,,,,,,,
HLT_Rsq0p25_v1,SUSY,0.60,±,0.09,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.05,±,0.02,0.15,±,0.04,0.15,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.01,0.01,±,0.01,0.00,±,0.00,0.14,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_BTagMu_Jet300_Mu5_v2,BTV,0.59,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.29,±,0.06,0.00,±,0.00,0.27,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL_v2,EXO,0.57,±,0.11,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.06,0.10,±,0.04,0.03,±,0.02,0.14,±,0.04,0.12,±,0.06,,,,,,,,,,,,,
HLT_Mu28NoFiltersNoVtx_DisplacedJet40_Loose_v2,EXO,0.56,±,0.11,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.04,±,0.04,0.00,±,0.00,0.07,±,0.03,0.18,±,0.05,0.20,±,0.07,,,,,,,,,,,,,
HLT_HT350_DisplacedDijet80_DisplacedTrack_v2,EXO,0.52,±,0.09,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.10,±,0.04,0.15,±,0.04,0.12,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10_v1,EXO,0.52,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.19,±,0.05,0.12,±,0.04,0.15,±,0.06,,,,,,,,,,,,,
HLT_VBF_DisplacedJet40_Hadronic_v2,EXO,0.52,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.15,±,0.04,0.27,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT300_v1,SUSY,0.51,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.16,±,0.04,0.23,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_RsqMR270_Rsq0p09_MR200_4jet_v1,SUSY,0.51,±,0.08,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.08,±,0.03,0.36,±,0.07,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon50_v2,"SMP,EXO",0.50,±,0.12,0.00,±,0.00,0.00,±,0.00,0.13,±,0.07,0.06,±,0.03,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.21,±,0.09,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFMET120_NoiseCleaned_BTagCSV07_v2,SUSY,0.49,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.11,±,0.04,0.24,±,0.06,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFJet320_v2,SMP,0.48,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.36,±,0.07,0.00,±,0.00,0.10,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu6_PFHT200_PFMET80_NoiseCleaned_BTagCSV07_v1,noGoogleDoc,0.48,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.33,±,0.07,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele15_PFHT300_v2,SUSY,0.48,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.09,±,0.03,0.12,±,0.04,0.20,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2,HIG,0.46,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.01,±,0.01,0.05,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.06,±,0.01,0.00,±,0.00,0.08,±,0.06,0.23,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Dimuon0er16_Jpsi_NoVertexing_v1,BPH,0.46,±,0.09,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.00,±,0.00,0.26,±,0.06,0.10,±,0.04,0.02,±,0.02,,,,,,,,,,,,,
HLT_Photon30_v2,"SMP,EXO",0.45,±,0.24,0.00,±,0.00,0.23,±,0.23,0.10,±,0.06,0.02,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.06,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_IsoMu16_eta2p1_CaloMET30_LooseIsoPFTau50_Trk30_eta2p1_v2,"Taus,HIG",0.45,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.40,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.02,±,0.02,,,,,,,,,,,,,
