HLT Path,L1 Seeds,L1 pre scale,HLT pre scale,Total,,, QCD15to30,,,QCD30to50,,,QCD50to80,,,QCD80to120,,,QCD120to170,,,QCD170to300,,,QCD300to470,,,QCD470to600,,,EMEnr30to80,,,EMEnr80to170,,,MuEnr30to50,,,MuEnr50to80,,,MuEnr80to120,,,WToENu,,,ZToEE,,,WToMuNu,,,ZToMuMu,,
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,1.03,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.02,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.05,+/-,0.01,0.05,+/-,0.01,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.84,+/-,0.02
HLT_PFHT200_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 1 1 ,6300,1.00,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.34,+/-,0.04,0.33,+/-,0.02,0.13,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.17,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1 , L1_SingleIsoEG22er OR L1_SingleEG25 , 1 1 ,1,0.99,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.02,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,0.82,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFJet200_v2 , L1_SingleJet128 ,1,500,0.98,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.13,+/-,0.01,0.67,+/-,0.01,0.10,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_HT350_DisplacedDijet40_DisplacedTrack_v2 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 1 1 1 ,1,0.98,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.18,+/-,0.03,0.28,+/-,0.01,0.29,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.18,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele32_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1 , L1_SingleIsoEG30er OR L1_SingleEG40 , 1 1 ,1,0.97,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,0.82,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu6_PFHT200_PFMET100_NoiseCleaned_v1 , L1_Mu6_HTT150 ,1,1,0.97,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.13,+/-,0.01,0.47,+/-,0.01,0.17,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.00,+/-,0.00
HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL_v2 , L1_Mu5_EG20 ,1,1,0.96,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.18,+/-,0.01,0.17,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.16,+/-,0.05,0.14,+/-,0.01,0.01,+/-,0.01,0.11,+/-,0.01,0.20,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_PFHT250_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 1 1 ,4200,0.96,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.21,+/-,0.03,0.33,+/-,0.02,0.18,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.12,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_RsqMR270_Rsq0p09_MR200_4jet_v1 , L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60 , 1 1 1 1 ,1,0.95,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.04,+/-,0.01,0.15,+/-,0.01,0.52,+/-,0.01,0.08,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu24_eta2p1_v2 , L1_SingleMu20er ,1,350,0.93,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.09,+/-,0.03,0.03,+/-,0.00,0.20,+/-,0.03,0.29,+/-,0.02,0.13,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.01,0.02,+/-,0.00
HLT_Photon22_v2 , L1_SingleEG20 ,2000,6,0.91,+-,0.13,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu10_CentralPFJet30_BTagCSV0p5PF_v2 , L1_Jet32_DoubleMu_Open_10_MuMuNotWdPhi23_JetMuWdPhi1 ,5,22,0.91,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.06,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,0.90,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.03,+/-,0.01,0.18,+/-,0.03,0.24,+/-,0.02,0.20,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.00
HLT_IsoMu24_eta2p1_TriCentralPFJet30_v2 , L1_SingleMu20er ,1,1,0.89,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.00,+/-,0.00,0.03,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.02,0.03,+/-,0.01,0.03,+/-,0.01,0.13,+/-,0.01,0.09,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.27,+/-,0.02,0.17,+/-,0.01
HLT_TkMu24_eta2p1_v2 , L1_SingleMu20er ,1,350,0.89,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.03,0.02,+/-,0.00,0.21,+/-,0.03,0.28,+/-,0.02,0.13,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.01,0.02,+/-,0.00
HLT_PFHT300_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 1 1 ,2100,0.88,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.12,+/-,0.02,0.28,+/-,0.01,0.34,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.10,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFMET120_NoiseCleaned_BTagCSV07_v2 , L1_ETM60 OR L1_ETM70 , 1 1 ,1,0.88,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.14,+/-,0.01,0.37,+/-,0.01,0.18,+/-,0.00,0.04,+/-,0.00,0.01,+/-,0.01,0.05,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.03,+/-,0.01,0.00,+/-,0.00,0.02,+/-,0.01,0.00,+/-,0.00
HLT_Mu27_v2 , L1_SingleMu25 ,1,250,0.87,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.09,+/-,0.03,0.03,+/-,0.00,0.19,+/-,0.03,0.27,+/-,0.02,0.14,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.16,+/-,0.01,0.03,+/-,0.00
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v2 , L1_SingleEG10 OR L1_SingleEG5 , 262139 10000 ,1,0.87,+-,0.35,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_TkMu27_v2 , L1_SingleMu25 ,1,250,0.84,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.09,+/-,0.03,0.02,+/-,0.00,0.19,+/-,0.03,0.26,+/-,0.02,0.14,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.15,+/-,0.01,0.02,+/-,0.00
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2 , L1_SingleEG40 ,1,1,0.84,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.03,+/-,0.00,0.12,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.03,0.37,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.17,+/-,0.01,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFHT400_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 1 1 ,700,0.83,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.16,+/-,0.01,0.53,+/-,0.01,0.07,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120_v2 , L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 , 1 1 ,1,0.82,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.05,+/-,0.01,0.30,+/-,0.01,0.19,+/-,0.00,0.05,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.00,+/-,0.00,0.13,+/-,0.01,0.02,+/-,0.00
HLT_Photon30_R9Id90_HE10_IsoM_v2 , L1_SingleEG25 ,1,1000,0.82,+-,0.12,0.00,+/-,0.00,0.23,+/-,0.23,0.07,+/-,0.05,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.48,+/-,0.08,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu15_IsoVVVL_PFHT600_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,1,0.82,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu42NoFiltersNoVtx_Photon42_CaloIdL_v2 , L1_Mu5_EG20 ,1,1,0.81,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.17,+/-,0.01,0.20,+/-,0.01,0.04,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.13,+/-,0.01,0.01,+/-,0.01,0.03,+/-,0.01,0.13,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,0.02,+/-,0.00
HLT_Ele15_IsoVVVL_PFHT350_PFMET70_v1 , L1_HTT150 OR L1_HTT175 , 1 1 ,1,0.81,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.11,+/-,0.01,0.41,+/-,0.01,0.13,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu14er_PFMET100_NoiseCleaned_v1 , L1_Mu14er_ETM30 ,1,1,0.80,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01,0.27,+/-,0.01,0.11,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.05,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.23,+/-,0.02,0.01,+/-,0.00
HLT_PFHT650_4Jet_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,45,0.78,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.43,+/-,0.01,0.31,+/-,0.00,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v2 , L1_SingleEG10 ,10000,1,0.77,+-,0.35,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2 , L1_SingleEG40 ,1,9,0.76,+-,0.08,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.06,0.03,+/-,0.01,0.01,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.37,+/-,0.07,0.16,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_IsoMu20_eta2p1_TriCentralPFJet50_40_30_v2 , L1_SingleMu16 ,1,1,0.74,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.01,+/-,0.01,0.05,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.02,+/-,0.01,0.12,+/-,0.01,0.11,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.19,+/-,0.01,0.12,+/-,0.01
HLT_PFHT600_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,125,0.74,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.37,+/-,0.01,0.33,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v2 , L1_Mu6_DoubleEG10 ,1,1,0.74,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.00,+/-,0.00,0.05,+/-,0.01,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.03,0.07,+/-,0.01,0.11,+/-,0.02,0.21,+/-,0.01,0.13,+/-,0.01,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon165_R9Id90_HE10_IsoM_v2 , L1_SingleEG40 ,1,1,0.73,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.46,+/-,0.01,0.07,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu17_Mu8_DZ_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,50,0.71,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.00,0.17,+/-,0.03,0.19,+/-,0.01,0.10,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01
HLT_Mu17_TkMu8_DZ_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,50,0.71,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.00,0.16,+/-,0.02,0.18,+/-,0.01,0.09,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.01
HLT_DiPFJetAve300_HFJEC_v2 , L1_SingleJet176 ,1,1,0.69,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.14,+/-,0.01,0.53,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon22_R9Id90_HE10_IsoM_v2 , L1_SingleEG20 ,2000,1,0.67,+-,0.11,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing_v2 , L1_DoubleMu0_Eta1p6_WdEta18 ,1,50,0.65,+-,0.24,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.00,+/-,0.00,0.22,+/-,0.03,0.09,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFHT650_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,100,0.63,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.26,+/-,0.01,0.32,+/-,0.00,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele15_PFHT300_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,65,0.63,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.02,0.15,+/-,0.01,0.26,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.13,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_v2 , L1_SingleEG20 ,2000,1,0.60,+-,0.09,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v2 , L1_SingleEG40 ,1,1,0.59,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.00,+/-,0.00,0.02,+/-,0.00,0.13,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.32,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v2 , L1_SingleEG20 ,2000,1,0.58,+-,0.11,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_MET75_IsoTrk50_v2 , L1_ETM60 OR L1_ETM70 , 1 1 ,1,0.57,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.00,+/-,0.00,0.02,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.36,+/-,0.02,0.07,+/-,0.01
HLT_IsoMu24_eta2p1_TriCentralPFJet50_40_30_v2 , L1_SingleMu20er ,1,1,0.56,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.00,+/-,0.00,0.03,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.01,+/-,0.01,0.07,+/-,0.01,0.07,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.18,+/-,0.01,0.11,+/-,0.01
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight_v2 , L1_SingleMu16 OR L1_SingleMu25 , 1 1 ,1,0.54,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.13,+/-,0.01,0.07,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.05,+/-,0.01,0.01,+/-,0.01,0.09,+/-,0.01,0.17,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu15_IsoVVVL_PFHT350_PFMET70_v1 , L1_HTT150 OR L1_HTT175 , 1 1 ,1,0.54,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
